DATA_DATE,PAP_R1178743,PAP_R1181512,PAP_R1189461,PAP_R1204475,PAP_R1204628,PAP_R1223691,PAP_R1461686,PAP_R822706634,PAP_R826724172,PAP_R826745396,PAP_R826761629,PAP_R826765620,PAP_R826765624,PAP_R826770111,PAP_R826786345,PAP_R826794788,PAP_R826796092,PAP_R826796112,PAP_R826796135,PAP_R826806803,PAP_R826808117,PAP_R826808146,PAP_R826808218,PAP_R826808309,PAP_R826808338,PAP_R826808422,PAP_R826812806,PAP_R826815572,PAP_R826821099,PAP_R826821373,PAP_R826821375,PAP_R826821378,PAP_R826821380,PAP_R826824272,PAP_R826824424,PAP_R826825422,PAP_R826826203,PAP_R826829602,PAP_R826829623,PAP_R826830878,PAP_R826830888,PAP_R826831753,PAP_R826831911,PAP_R826832174,PAP_R826832216,PAP_R826832542,PAP_R826832545,PAP_R826832550,PAP_R826834069,PAP_R826837735,PAP_R826837792,PAP_R826838699,PAP_R826838951,PAP_R826839024,PAP_R826839228,PAP_R826839232,PAP_R826839305,PAP_R826839520,PAP_R826846895
2018-01-01,11942.49,5823.54,17273.86,2450.23,10621.14,65851.49,3006.67,22544.35,8034.44,17130.57,51874.82,70622.08,30000.63,71228.97,7939.37,10420.84,7604.43,8217.63,16313.93,10393.88,17964.64,13541.39,32479.75,13020.15,823.32,7824.06,9464.86,6297.64,6297.05,6031.17,21227.21,3278.16,12229.91,31557.89,38883.9,38992.71,4218.81,19442.66,18228.86,4863.72,22213.42,16776.35,9729.2,23745.54,11076.67,19057.8,16921.28,1328.78,26966.17,13667.27,22999.59,4257.99,16204.02,32481.43,24351.92,22766.87,22522.9,15847.25,13568.54
2018-01-02,11955.01,5828.0,17284.68,2451.9,10634.3,65980.68,3011.14,22570.99,8039.47,17147.09,51902.95,70698.97,30018.08,71315.99,7940.93,10432.44,7605.47,8218.08,16313.93,10402.36,17977.07,13550.52,32519.11,13026.76,825.73,7827.41,9469.03,6302.98,6307.36,6035.4,21239.65,3279.5,12274.64,31586.25,38897.96,39019.64,4218.83,19446.34,18229.04,4865.76,22213.43,16776.53,9731.1,23746.28,11081.15,19089.0,16929.29,1329.14,26979.58,13667.28,23000.51,4258.37,16204.13,32483.17,24390.66,22767.04,22522.91,15847.71,13582.08
2018-01-03,11966.99,5832.53,17295.07,2453.53,10649.75,66108.31,3016.0,22597.78,8044.28,17164.42,51931.07,70774.64,30037.74,71405.99,7942.05,10433.15,7605.54,8218.43,16313.93,10404.38,17989.33,13558.72,32557.02,13035.28,827.93,7830.79,9472.82,6309.66,6318.0,6039.67,21248.16,3280.57,12330.53,31615.51,38907.98,39045.4,4218.84,19449.59,18229.26,4868.96,22213.43,16776.67,9731.1,23747.11,11085.98,19123.44,16937.81,1329.63,26999.19,13667.28,23001.44,4258.71,16204.24,32483.48,24395.48,22767.24,22522.92,15848.02,13597.47
2018-01-04,11979.87,5837.98,17305.0,2454.98,NaN,66182.8,3020.83,22624.2,8049.39,17181.46,51959.56,70846.73,30058.93,71495.16,7943.38,10433.56,7606.29,8218.74,16313.93,10406.57,18001.77,13566.58,32597.96,13043.53,830.27,7832.47,9475.54,6316.19,6326.98,6044.31,21254.88,3281.63,12396.34,31644.65,38916.76,39073.54,4218.86,19452.88,18229.86,4871.44,22213.44,16776.77,9731.11,23747.71,11090.84,19158.1,16944.47,1330.25,27014.18,13667.29,23002.35,4259.09,16204.31,32483.88,24396.37,22767.43,22522.94,15848.31,13611.83
2018-01-05,11991.97,5841.8,17315.0,2456.85,10658.48,66261.92,3024.75,22650.89,8054.46,17197.44,51988.05,70924.06,30080.34,71583.97,7945.07,10433.86,7606.36,8219.36,16313.93,10409.42,18014.0,13575.24,32638.61,13050.68,832.71,7836.2,9482.27,6322.82,6336.92,6049.63,21262.29,3282.98,12446.77,31673.97,38927.62,39107.31,4218.88,19456.19,18230.08,4874.14,22213.44,16776.96,9731.11,23748.32,11095.63,19191.37,16951.72,1330.78,27030.54,13667.29,23003.23,4259.38,16204.42,32484.27,24396.88,22767.63,22522.95,15848.51,13626.34
2018-01-06,12003.96,5845.54,17324.32,2458.19,NaN,66349.63,3029.75,22678.25,8059.44,17210.64,52016.57,70994.65,30096.82,71666.45,7946.29,10434.94,7607.25,8219.75,16313.93,10411.83,18027.07,13584.79,32660.31,13054.6,835.08,7837.02,9488.69,6329.74,6344.1,6054.65,21269.56,3284.5,12500.41,31703.26,38936.23,39129.64,4218.89,19459.51,18230.35,4876.41,22213.45,16777.54,9731.12,23749.19,11100.5,19227.0,16958.8,1331.52,27041.36,13667.3,23004.07,4259.8,16204.5,32484.6,24397.81,22767.82,22522.96,15848.97,13640.13
2018-01-07,12016.6,5849.23,17331.17,2459.86,NaN,66434.03,3034.96,22706.2,8064.35,17224.37,52045.12,71080.4,30111.61,71754.02,7947.35,10444.94,7607.31,8220.16,16313.93,10414.04,18039.65,13593.6,32681.9,13058.36,837.66,7837.92,9494.2,6336.43,6349.63,6060.1,21277.1,3285.75,12563.56,31732.11,38945.28,39163.74,4218.91,19462.81,18230.57,4878.8,22213.45,16779.92,9731.12,23749.92,11105.26,19261.71,16969.67,1332.04,27057.26,13667.31,23005.1,4260.26,NaN,32485.08,24398.41,22768.0,22522.98,15849.85,13653.38
2018-01-08,12028.96,5852.95,17341.26,2461.25,NaN,66519.84,3039.91,22731.04,8069.98,17240.75,52073.65,71154.43,30129.86,71842.57,7948.21,10446.75,7608.22,8220.6,16313.93,10416.64,18053.03,13601.35,32724.59,13066.12,840.2,7840.82,9499.34,6341.3,6359.8,6065.1,21283.94,3287.01,12615.5,31762.19,38954.27,39193.16,4218.92,19466.0,18230.81,4882.1,22213.46,16783.76,9731.13,23750.73,11109.78,19294.67,16979.63,1332.62,27073.06,13667.31,23005.9,4260.67,16204.75,32485.47,24399.63,22768.22,22522.99,15849.99,13667.28
2018-01-09,12040.72,5857.16,17351.05,2462.25,NaN,66591.46,3044.88,22757.67,8076.08,17255.27,52102.33,71180.26,30147.89,71931.46,7949.8,10458.67,7608.28,8220.98,16313.93,10419.43,18066.54,13609.66,32767.34,13075.03,842.64,7844.23,9504.73,6347.29,6369.5,6071.6,21290.2,3288.55,12662.0,31793.98,38966.25,39224.66,4218.94,19469.07,18231.03,4887.01,22213.47,16783.95,9731.13,23751.58,11114.35,19327.77,16989.87,1333.13,27086.19,13667.32,23006.86,4261.14,NaN,32485.84,24400.81,22768.4,22523.0,15850.16,13681.65
2018-01-10,12053.92,5860.63,17361.05,2463.23,10663.69,66667.94,3049.68,22783.84,8082.24,17272.26,52130.62,71256.6,30164.58,72020.8,7951.3,10459.74,7609.49,8222.23,16313.93,10422.78,18079.19,13618.02,32807.85,13083.12,844.76,7848.09,9505.32,6353.37,6380.65,6077.79,21297.71,3290.0,12709.44,31826.25,38973.63,39248.66,4218.95,19478.67,18231.29,4890.55,22213.47,16784.13,9731.14,23752.31,11118.96,19356.57,17000.99,1333.74,27102.2,13667.32,23007.79,4261.49,NaN,32486.19,24401.68,22768.61,22523.01,15850.3,13695.33
2018-01-11,12066.67,5864.17,17370.76,2464.56,10670.04,66752.92,3054.47,22809.96,8088.45,17287.03,52159.23,71333.36,30182.64,72110.1,7952.78,10461.02,7609.56,8222.88,16313.93,10425.27,18092.45,13625.02,32849.13,13091.42,846.58,7852.58,9510.02,6359.91,6393.01,6084.37,21307.61,3291.51,12761.97,31858.59,38981.94,39281.19,4218.97,19482.3,18231.55,4895.29,22213.48,16784.3,9731.14,23753.07,11124.22,19384.27,17011.41,1334.22,27118.35,13667.33,23008.85,4261.81,NaN,32486.64,24402.52,22768.78,22523.03,15850.5,13709.3
2018-01-12,12076.92,5868.67,17380.12,2465.8,10679.81,66864.22,3058.29,22837.81,8094.74,17303.61,52187.92,71412.67,30201.87,72192.78,7954.33,10462.86,7610.8,8223.63,16313.93,10427.13,18106.35,13634.62,32889.02,13100.31,848.79,7856.23,9516.57,6365.56,6403.51,6089.97,21318.71,3292.53,12810.99,31889.47,38992.49,39309.19,4218.99,19485.45,18231.83,4897.78,22213.48,16786.47,9731.14,23753.85,11128.72,19413.9,17021.0,1334.8,27132.46,13667.34,23009.85,4262.23,16213.22,32487.03,24403.16,22768.96,22523.04,15850.62,13722.74
2018-01-13,12087.74,5872.8,17389.07,2467.57,10690.78,66979.45,3063.48,22867.44,8101.05,17316.72,52216.78,71493.64,30216.38,72281.75,7955.43,10475.84,7610.87,8224.25,16313.93,10429.7,18121.18,13643.65,32911.61,13105.75,851.16,7857.32,9523.02,6371.17,6412.41,6095.36,21329.34,3293.98,12861.48,31921.55,39001.0,39345.78,4219.0,19488.61,18233.1,4899.74,22213.49,16786.64,9731.14,23754.55,11133.65,19443.72,17032.99,1335.49,27156.8,13667.34,23010.79,4262.57,16213.39,32487.36,24404.15,22769.19,22523.05,15850.91,13736.57
2018-01-14,12098.51,5875.96,17395.7,2469.69,10702.48,67098.23,3068.74,22896.52,8107.36,17329.64,52245.44,71574.19,30226.54,72374.62,7956.77,10489.25,7611.68,8224.73,16313.93,10431.53,18134.24,13652.51,32928.87,13110.5,852.99,7858.27,9529.82,6376.06,6419.94,6101.64,21339.29,3295.04,12912.67,31943.73,39007.27,39379.96,4219.02,19491.97,18233.39,4901.25,22213.49,16793.05,9731.14,23755.26,11138.7,19467.59,17041.17,1335.85,27186.77,13667.35,23011.69,4263.04,16213.49,32487.67,24405.1,22769.38,22523.06,15851.5,13750.43
2018-01-15,12109.71,5880.26,17405.88,2471.07,10714.86,67203.69,3073.91,22922.93,8113.67,17347.08,52274.23,71652.39,30245.16,72462.34,7958.27,10502.45,7611.74,8225.05,16313.93,10433.1,18147.8,13662.61,32971.42,13119.03,855.92,7862.71,9535.62,6382.49,6432.46,6107.97,21350.34,3296.39,12962.48,31975.97,39015.44,39407.86,4219.03,19495.2,18233.63,4903.25,22213.5,16793.3,9731.14,23756.21,11142.92,19502.46,17055.43,1336.28,27217.85,13667.35,23012.63,4263.47,16213.6,32487.86,24406.06,22769.57,22523.08,15852.94,13765.41
2018-01-16,12120.3,5883.71,17415.27,2472.49,10726.58,67303.84,3079.1,22950.1,8119.87,17365.59,52303.09,71726.82,30265.67,72553.04,7959.69,10514.09,7612.97,8225.4,16313.93,10434.61,18159.3,13671.05,33014.96,13128.78,858.49,7866.71,9536.73,6389.24,6443.87,6113.24,21360.11,3297.51,13013.8,32006.33,39021.68,39435.38,4219.05,19498.52,18233.86,4904.76,22213.5,16793.49,9731.14,23757.0,11146.85,19537.3,17066.88,1336.62,27248.01,13667.36,23013.89,4263.94,16213.71,32488.27,24407.33,22769.76,22523.09,15853.41,13780.72
2018-01-17,12132.15,5887.21,17424.69,2473.91,10738.28,67400.79,3083.29,22975.9,8126.01,17381.49,52331.73,71802.39,30288.13,72640.58,7961.23,10514.87,7613.04,8226.06,16320.38,10436.19,18170.51,13680.76,33057.87,13137.51,860.76,7871.59,9537.32,6395.65,6455.77,6120.21,21371.83,3298.54,13064.75,32035.35,39027.7,39468.2,4219.06,19501.55,18234.16,4907.32,22213.51,16793.68,9731.14,23758.07,11152.01,19570.81,17076.09,1337.18,27280.59,13667.37,23014.63,4264.27,16213.82,32490.39,24408.95,22769.96,22523.1,15853.89,13795.59
2018-01-18,12144.87,5891.85,17434.26,2475.29,10749.63,67491.54,3088.42,23002.96,8132.12,17398.5,52360.1,71879.86,30311.5,72718.43,7961.95,10515.15,7614.31,8226.48,16324.39,10438.76,18181.6,13689.86,33102.82,13145.57,863.09,7875.88,9541.84,6401.68,6466.23,6128.74,21381.4,3299.67,13118.55,32067.0,39039.7,39491.79,4219.08,19504.9,18234.42,4908.34,22213.52,16799.71,9731.14,23758.81,11156.97,19599.34,17084.04,1337.77,27312.72,13667.37,23015.43,4264.72,16213.93,32490.69,24413.21,22770.14,22523.12,15854.28,13809.51
2018-01-19,12154.72,5895.49,17443.34,2476.75,10760.59,67566.26,3093.56,23030.32,8138.25,17414.4,52388.67,71959.5,30333.8,72807.97,7962.94,10516.65,7614.37,8226.85,16324.39,10444.41,18191.88,13698.75,33146.94,13153.3,865.41,7879.79,9547.64,6409.03,6476.59,6136.2,21393.54,3301.02,13172.3,32097.77,39051.59,39515.24,4219.1,19510.71,18234.74,4910.47,22213.52,16799.9,9731.14,23759.59,11163.06,19628.75,17094.6,1338.37,27343.02,13667.38,23016.35,4265.12,16214.03,32492.13,24414.53,22770.33,22523.13,15854.84,13823.5
2018-01-20,12168.07,5899.09,17452.09,2478.04,10770.58,67638.52,3098.79,23059.62,8144.29,17427.04,52417.1,72034.74,30353.2,72894.87,7963.88,10529.08,7615.32,8227.36,16324.39,10448.69,18202.37,13707.95,33171.55,13158.01,867.75,7881.07,9551.15,6415.19,6483.72,6144.13,NaN,3302.17,13224.19,32129.74,39058.51,39552.82,4219.11,19513.86,18235.01,4913.3,22213.53,16800.09,9731.14,23760.62,11168.62,19656.37,17104.66,1338.9,27369.75,13667.38,23017.33,4265.44,16215.9,32492.45,24415.56,22770.53,22523.14,15855.47,13836.72
2018-01-21,12180.57,5902.76,17458.6,2479.16,10780.81,67713.36,3104.03,23088.95,8150.22,17439.04,52445.74,72112.7,30371.41,72980.38,7965.38,10541.11,7615.38,8228.1,16324.39,10456.31,18213.33,13717.4,33193.3,13162.78,869.98,7882.06,9551.78,6421.3,6490.03,6152.21,NaN,3303.28,13278.13,32160.33,39069.51,39583.72,4219.13,19517.22,18235.3,4914.17,22213.53,16800.27,9731.14,23761.75,11174.29,19685.39,17112.47,1340.28,27398.97,13667.39,23018.32,4265.81,16216.01,32492.8,24416.74,22770.72,22523.15,15855.89,13850.07
2018-01-22,12192.66,5906.57,17468.26,2480.31,10790.91,67787.44,3109.16,23116.88,8155.9,17453.48,52471.02,72179.08,30387.99,73070.74,7966.41,10551.04,7616.23,8228.45,16326.83,10463.24,18224.26,13724.64,33235.47,13168.46,871.5,7885.72,9552.21,6426.93,6499.48,6160.17,21426.8,3304.37,13325.16,32190.63,39079.9,39616.9,4219.14,19520.57,18235.55,4915.09,22213.54,16800.45,9731.14,23762.26,11180.31,19712.99,17124.11,1340.62,27424.42,13667.39,23018.89,4266.08,16216.12,32493.12,24417.43,22770.92,22523.16,15856.08,13862.88
2018-01-23,12204.89,5909.95,17478.07,2481.56,10801.03,67873.49,3112.27,23144.01,8161.48,17471.49,52499.2,72256.71,30405.88,73169.14,7967.9,10551.52,7616.29,8229.0,16326.83,10470.94,18236.72,13732.73,33279.9,13174.95,873.35,7888.95,9552.68,6431.85,6510.03,6167.28,21439.3,3305.48,13371.37,32220.86,39096.59,39646.78,4219.16,19523.67,18235.84,4916.43,22213.54,16800.63,9731.14,23762.92,11186.02,19741.28,17136.15,1340.99,27455.98,13667.4,23019.63,4266.37,16216.23,32494.13,24418.9,22771.1,22523.17,15856.37,13876.42
2018-01-24,12216.03,5914.55,17488.32,2482.86,10811.11,67958.44,3116.4,23171.2,8167.13,17491.65,52527.43,72335.09,30426.14,73256.15,7969.13,10552.97,7617.76,8229.51,16326.83,10477.92,18249.99,13742.52,33325.45,13182.01,875.23,7891.99,9553.17,6437.57,6522.07,6173.93,21458.04,3306.7,13430.1,32253.27,39102.81,39676.94,4219.18,19526.87,18236.08,4918.25,22213.55,16800.8,9731.14,23763.54,11191.94,19770.72,17147.47,1341.42,27485.62,13667.41,23020.49,4266.56,16216.34,32495.85,24419.65,22771.31,22523.18,15856.66,13890.66
2018-01-25,12227.69,5919.57,17499.06,2484.07,10821.2,68090.36,3120.72,23198.81,8172.75,17508.78,52555.78,72415.81,30443.33,73341.96,7970.53,10564.92,7617.82,8229.75,16326.83,10484.48,18262.58,13753.53,33370.87,13191.54,876.82,7895.35,9553.59,6445.16,6531.23,6182.19,21475.63,3308.49,13475.33,32286.27,39112.8,39694.73,4219.19,19529.81,18236.3,4921.11,22213.55,16800.96,9731.14,23764.45,11197.57,19801.26,17153.72,1341.83,27518.63,13667.41,23021.31,4267.03,16216.43,32497.51,24420.72,22771.51,22523.19,15856.99,13906.16
2018-01-26,12239.64,5924.34,17509.39,2485.42,10831.01,68195.41,3125.03,23228.26,8178.33,17529.29,52584.36,72500.52,30463.62,73438.34,7971.6,10576.96,7619.12,8230.09,16326.83,10491.07,18275.72,13763.08,33419.02,13202.02,878.52,7898.93,9554.05,6452.34,6544.25,6192.3,21495.19,3310.5,13503.05,32320.09,39121.51,39727.31,4219.21,19533.06,18236.92,4923.9,22213.56,16801.12,9731.14,23765.27,11203.0,19837.7,17165.28,1342.42,27553.75,13667.42,23022.33,4267.48,16216.53,32499.22,24421.9,22771.7,22523.2,15858.22,13920.12
2018-01-27,12252.01,5928.5,17519.24,2486.69,10840.36,68274.64,3130.54,23258.59,8183.84,17546.18,52612.91,72587.34,30484.62,73530.62,7972.94,10577.33,7619.18,8231.47,16326.83,10497.99,18289.52,13772.06,33447.91,13209.37,880.2,7900.02,9554.45,6459.12,6554.74,6203.92,21518.69,3311.76,13552.81,32355.07,39131.34,39748.4,4219.22,19536.23,18237.1,4926.71,22213.56,16805.45,9731.14,23766.09,11208.68,19875.68,17178.23,1342.81,27584.14,13667.42,23023.29,4267.77,16216.62,32500.93,24423.25,22774.64,22523.22,15858.52,13934.77
2018-01-28,12263.99,5932.44,17526.2,2488.31,10849.69,68395.71,3134.76,23289.41,8189.46,17562.16,52641.4,72682.52,30505.17,73623.45,7974.04,10586.78,7620.22,8232.1,16326.83,10505.58,18305.06,13780.6,33476.27,13216.53,882.92,7901.33,9555.16,6465.95,6563.59,6215.32,21540.37,3312.85,13596.12,32389.02,39143.67,39786.08,4219.24,19544.96,18237.25,4930.57,22213.57,16807.91,9731.14,23766.79,11214.52,19905.44,17191.31,1343.37,27616.39,13667.43,23024.16,4268.25,16216.72,32502.33,24424.36,22774.83,22523.23,15858.68,13948.5
2018-01-29,12276.21,5936.51,17536.19,2489.84,10860.1,68511.27,3137.6,23318.23,8195.03,17582.02,52669.98,72759.35,30526.91,73718.39,7975.31,10598.75,7620.28,8232.38,16326.83,10512.27,18320.24,13790.25,33524.75,13226.47,885.81,7903.97,9555.97,6471.78,6576.47,6226.32,21556.92,3313.93,13645.34,32423.78,39158.68,39816.01,4219.25,19548.21,18237.45,4933.64,22213.58,16808.08,9731.14,23767.46,11220.57,19937.84,17202.87,1343.83,27651.2,13667.43,23025.08,4268.62,16216.82,32503.74,24428.79,22775.0,22523.24,15858.99,13963.33
2018-01-30,12287.74,5940.76,17546.72,2491.02,10870.79,68597.88,3138.26,23347.35,8200.65,17604.31,52698.52,72834.36,30547.32,73815.63,7976.77,10606.84,7621.42,8232.81,16326.83,10522.24,18334.48,13799.71,33570.03,13237.35,888.66,7907.76,9556.73,6478.52,6589.47,6233.53,21570.83,3315.08,13682.98,32459.03,39172.47,39844.08,4219.27,19551.35,18237.64,4935.2,22213.58,16808.24,9731.14,23768.2,11226.59,19969.76,17215.54,1344.43,27682.0,13667.44,23025.88,4268.86,16218.9,32505.12,24429.84,22775.18,22523.25,15859.36,13978.44
2018-01-31,12299.44,5944.97,17556.08,2492.14,10881.5,68686.01,3138.98,23376.38,8206.22,17624.12,52727.28,72906.04,30565.65,73908.86,7977.92,10608.49,7621.48,8233.41,16326.83,10533.71,18348.92,13809.75,33614.71,13247.95,890.82,7910.91,9557.49,6483.75,6602.33,6243.15,21584.79,3316.19,13705.88,32493.46,39182.4,39876.1,4219.29,19554.43,18237.83,4938.5,22213.59,16811.03,9731.14,23769.34,11233.46,19997.27,17229.28,1345.01,27696.14,13667.45,23026.88,4269.25,16219.02,32506.49,24430.46,22775.38,22523.26,15860.03,13992.75
2018-02-01,12311.31,5948.67,17566.64,2493.26,10892.16,68779.12,3141.31,23406.37,8211.85,17646.42,52755.97,72982.92,30584.02,74006.29,7979.56,10620.35,7622.32,8233.84,16326.83,10539.65,18363.62,13818.77,33659.59,13258.69,893.02,7914.2,9557.91,6490.71,6614.69,6252.51,21597.6,3317.32,13736.11,32527.17,39192.16,39902.06,4219.3,19557.62,18238.06,4940.62,22213.59,16811.19,9731.14,23769.86,11239.77,20029.83,17242.4,1345.55,27722.09,13667.45,23027.8,4269.53,16219.14,32507.91,24431.51,22775.55,22523.27,15860.68,14008.32
2018-02-02,12323.02,5952.19,17577.07,2494.55,10902.64,68863.46,3144.73,23435.49,8217.43,17668.03,52784.66,73060.14,30601.25,74098.87,7980.71,10631.7,7622.38,8234.63,16326.83,10549.49,18378.34,13828.64,33703.39,13267.78,894.43,7917.36,9558.32,6496.31,6626.91,6263.24,21614.12,3318.41,13757.15,32561.27,39206.94,39927.66,4219.32,19560.69,18238.3,4945.63,22213.6,16811.38,9731.14,23770.37,11247.13,20063.77,17257.86,1345.91,27747.47,13667.46,23028.73,4270.03,16220.96,32509.02,24433.22,22775.72,22523.28,15861.28,14023.97
2018-02-03,12335.05,5956.84,17587.12,2495.72,10913.36,68934.46,3145.34,23465.61,8222.92,17686.08,52813.4,73141.25,30617.23,74190.2,7981.5,10632.12,7624.1,8235.08,16326.83,10557.45,18394.3,13836.54,33728.23,13272.47,896.32,7918.43,9558.99,6502.25,6637.22,6272.23,21626.45,3319.78,13783.4,32595.24,39225.57,39956.59,4219.33,19564.08,18238.6,4947.62,22213.6,16817.4,9731.14,23771.08,11252.76,20095.71,17269.99,1346.23,27770.63,13667.46,23029.51,4270.31,16221.88,32510.26,24434.34,22775.89,22523.29,15862.82,14037.74
2018-02-04,12347.4,5960.97,17594.27,2496.91,10925.76,69012.65,3146.11,23496.22,8228.47,17703.16,52842.29,73219.37,30633.61,74297.7,7982.28,10634.45,7624.16,8235.56,16326.83,10572.24,18408.23,13843.44,33752.92,13277.27,898.5,7919.51,9559.67,6507.66,6646.49,6279.99,21640.69,3321.13,13807.19,32624.54,39234.1,39989.68,4219.35,19567.94,18238.83,4950.34,22213.61,16817.6,9731.14,23771.9,11259.81,20129.6,17281.98,1346.49,27799.31,13667.47,23030.32,4270.6,16222.96,32513.18,24434.8,22776.1,22523.3,15865.67,14052.06
2018-02-05,12359.67,5965.14,17604.41,2498.22,10938.31,69088.13,3146.77,23525.37,8233.98,17724.25,52870.96,73297.47,30652.79,74399.05,7983.08,10647.73,7625.13,8236.48,16326.83,10582.17,18422.06,13851.59,33795.63,13283.98,900.6,7922.96,9560.29,6512.64,6659.62,6288.38,21651.73,3322.35,13827.97,32652.92,39240.84,40023.43,4219.36,19571.27,18239.03,4954.03,22213.61,16820.58,9731.14,23772.64,11266.54,20158.92,17294.32,1346.73,27827.95,13667.48,23031.22,4271.03,16223.9,32514.43,24435.8,22776.27,22523.31,15869.74,14066.38
2018-02-06,12372.6,5969.51,17613.9,2499.47,10950.06,69163.46,3147.37,23553.97,8239.55,17742.89,52899.57,73366.87,30674.42,74494.55,7984.43,10661.98,7625.19,8237.04,16326.83,10589.19,18435.62,13859.03,33837.46,13290.82,902.87,7926.56,9560.93,6516.83,6672.02,6295.09,21663.29,3323.47,13850.02,32680.77,39267.61,40053.99,4219.38,19578.49,18239.17,4955.67,22213.62,16820.77,9731.14,23773.18,11272.82,20190.56,17306.75,1346.96,27859.72,13667.48,23032.12,4271.48,16224.0,32515.68,24437.28,22776.44,22523.32,15872.23,14080.11
2018-02-07,12385.51,5973.45,17622.8,2500.59,10962.57,69232.12,3148.12,23583.86,8245.13,17763.03,52928.18,73437.55,30694.96,74583.6,7985.21,10673.29,7627.57,8237.46,16326.83,10591.29,18449.4,13869.17,33879.73,13297.69,904.87,7929.89,9561.37,6522.4,6682.13,6301.66,21676.14,3324.84,13874.57,32708.41,39282.78,40083.99,4219.39,19582.25,18240.35,4957.63,22213.62,16820.94,9731.14,23773.57,11278.43,20222.25,17316.76,1347.14,27885.34,13667.49,23032.83,4271.9,16229.35,32516.95,24438.31,22776.61,22523.33,15875.66,14093.89
2018-02-08,12397.44,5977.68,17630.88,2501.77,10974.96,69304.34,3148.66,23613.69,8250.76,17780.04,52956.86,73522.91,30716.29,74673.16,7986.48,10684.59,7628.9,8238.03,16326.83,10599.84,18462.61,13878.16,33924.35,13305.26,906.92,7933.05,9561.88,6526.86,6693.55,6310.15,21688.88,3326.62,13898.8,32736.43,39294.36,40111.0,4219.41,19585.29,18240.55,4959.33,22213.63,16821.11,9731.14,23773.96,11284.29,20257.03,17331.49,1347.31,27897.49,13667.49,23033.72,4272.24,16230.38,32518.1,24439.34,22776.77,22523.34,15878.61,14106.84
2018-02-09,12410.16,5981.86,17639.9,2502.8,10987.34,69371.82,3149.15,23643.2,8256.08,17795.82,52985.55,73595.98,30734.66,74769.26,7987.14,10684.91,7631.84,8238.77,16326.83,10601.3,18475.93,13887.2,33966.97,13313.92,908.71,7936.41,9562.35,6533.33,6704.62,6315.92,21704.43,3328.61,13921.3,32764.18,39306.59,40150.52,4219.43,19588.23,18240.72,4960.83,22213.64,16827.2,9731.14,23774.5,11290.38,20286.21,17345.74,1347.57,27912.12,13667.5,23034.6,4272.65,16230.54,32520.64,24440.78,22776.92,22523.35,15881.03,14119.65
2018-02-10,12420.79,5986.36,17647.42,2503.95,11003.64,69444.72,3149.62,23675.72,8261.64,17810.34,53014.18,73671.54,30753.46,74854.91,7988.36,10685.26,7631.9,8239.19,16326.83,10602.68,18488.55,13896.87,33990.38,13322.01,910.52,7937.63,9562.77,6539.12,6713.28,6326.12,21716.86,3329.71,13944.01,32791.57,39318.37,40184.85,4219.44,19601.6,18240.89,4962.53,22213.64,16827.43,9731.14,23774.96,11296.26,20310.98,17359.63,1347.82,27924.39,13667.5,23035.49,4272.95,16230.87,32521.6,24442.75,22777.06,22523.36,15883.26,14133.9
2018-02-11,12434.03,5990.5,17654.28,2505.07,11029.72,69523.92,3150.09,23709.2,8266.96,17827.54,53042.87,73746.5,30773.16,74954.51,7989.53,10685.51,7632.97,8239.48,16326.83,10607.36,18502.29,13906.8,34031.47,13331.09,911.64,7940.3,9563.5,6544.74,6724.17,6335.35,21731.25,3330.84,13966.74,32820.88,39332.31,40218.61,4219.46,19621.94,18241.04,4963.78,22218.38,16840.23,9731.14,23786.21,11302.82,20335.91,17375.51,1348.08,27935.86,13667.51,23036.34,4273.26,16230.98,32522.87,24444.46,22777.22,22523.38,15885.93,14148.72
2018-02-12,12446.73,5995.0,17661.04,2506.37,11046.42,69587.14,3150.57,23743.89,8272.24,17845.04,53071.72,73820.92,30791.99,75055.88,7990.77,10686.04,7634.13,8240.49,16326.83,10609.12,18515.29,13914.95,34072.33,13338.16,913.02,7943.02,9563.93,6549.93,6735.37,6346.23,21739.89,3332.52,13992.89,32848.65,39346.35,40256.56,4219.47,19625.33,18252.85,4964.88,22246.9,16870.6,9731.14,23787.23,11309.37,20360.07,17390.95,1348.36,27943.55,13685.38,23037.26,4273.69,16232.51,32524.05,24450.12,22777.37,22523.39,15888.07,14162.11
2018-02-13,12458.76,5998.11,17667.36,2507.48,11062.9,69656.13,3151.09,23779.89,8277.53,17859.56,53100.58,73887.2,30809.0,75154.13,7992.26,10686.49,7635.33,8241.34,16326.83,10610.53,18527.18,13924.92,34106.0,13344.61,915.0,7945.29,9564.34,6555.88,6744.96,6356.5,21745.83,3333.71,14016.1,32872.42,39353.77,40301.0,4219.49,19628.78,18263.25,4965.53,22264.34,16885.85,9731.14,23788.21,11316.59,20382.83,17404.09,1348.55,27950.43,13719.93,23038.13,4274.16,16234.5,32525.23,24451.4,22777.51,22523.4,15890.07,14174.88
